SMILES,Targets
CNc1cc(OC)c(C(=O)NC[C@@H]2CCN(Cc3ccccc3)C2)cc1Cl,1.0
CCCN(CCc1ccsc1)CCc1ccsc1,1.0
c1ccc(Cc2ccccc2OCCN2CCN(c3ccccc3)CC2)cc1,1.0
O=C1CC2(CCN(Cc3ccccc3)CC2)OC=C1c1ccccc1,1.0
COc1ccccc1N1CCN(CC(F)CCNC(=O)c2ccc(-c3ccccn3)cc2)CC1,1.0
c1cnc(N2CCN(Cc3c[nH]c4ncccc34)CC2)nc1,1.0
CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3nccc4ccccc34)c3ccccc32)CC1,1.0
CCN(C1CCC(N2CCN(c3ccccc3OC(C)C)CC2)CC1)S(=O)(=O)c1ccc(OC)c(OC)c1,1.0
COc1cccc2c1C1CCN(CCc3ccccc3)[C@H]1CC2,1.0
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cc(C(F)(F)F)ccc3F)C2)n1C,1.0
CC(C)(C)CNC(=O)NCCCCN1CCN(c2cc(C(F)(F)F)nc(C(C)(C)C)n2)CC1,1.0
Clc1cccc(C2CCN(CCCCOc3ccc4scnc4c3)CC2)c1Cl,1.0
COc1ccc(OC)c(S(=O)(=O)NC2CCC(N3CCN(c4ccccc4OC(C)C)CC3)CC2)c1,1.0
O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1cccc(F)c1,1.0
CN1CCc2ccc3c4c2[C@H]1Cc1cccc(c1-4)C3=O,1.0
O=C(NCCCCN1CCN(C(c2ccccc2)c2ccccc2)CC1)c1cc2ccccc2s1,1.0
N#Cc1ccccc1N1CCN(CNC(=O)c2ccc(Cl)cc2)CC1,1.0
O=C(NCCCc1ccccc1)c1cc2c3c(ccc2[nH]1)OCC(CNCCCc1ccccc1)O3,1.0
COc1cc2c(cc1OC)CN(CCCCn1cc(-c3ccc(F)cc3)c3ccccc31)CC2,1.0
CC(C)Oc1ccccc1N1CCN([C@H]2CC[C@H](NS(=O)(=O)c3ccccc3F)CC2)CC1,1.0
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(C(F)(F)F)c(F)c3)C2)n1C,1.0
COc1cc2c(c(OC)c1)CN1CCc3cc(OC)c(O)c(OC)c3[C@@H]1C2,1.0
O=S(=O)(N[C@H]1CC[C@H](N2CCC(c3ccccc3OC3CC3)CC2)CC1)c1cc(Cl)ccc1F,1.0
O=C1N(CCN2CCCCCC2)CCN1c1cccc(C(F)(F)F)c1,1.0
COc1ccc(-n2cc(CCCC(=O)NCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)nn2)cc1,1.0
O=C1c2cccc(F)c2C(=O)N1CCCCCN1CC=C(c2c[nH]c3ccc(F)cc23)CC1,1.0
COc1ccccc1N1CCN(CCCc2ccc3[nH]c(S)nc3c2)CC1,1.0
Cc1ccc(CN2CCN(C3CCc4cccc5c4N(C3=O)C(C)C5)CC2)cc1,1.0
COc1ccc(N2CCN(CCCCOc3ccc4c(c3)NC(=O)CC4)CC2)c(OC)c1,1.0
CN(C)CCC=C1c2ccccc2CCc2ccccc21,1.0
COc1ccc(C2(O)CCN(Cc3c[nH]c4ccccc34)CC2)cc1,1.0
CCOCCn1cc(COc2ccc(CN3CCN(c4ccccc4OC)CC3)cc2OC)nn1,1.0
COc1ccccc1N1CCN(CCNC(=O)c2cc(Br)c3ccccc3c2OC)CC1,1.0
CN1CCCc2c([nH]c3ccccc23)Cc2ccccc2CC1,1.0
O=S(=O)(Nc1ccc2c(c1)CCN(Cc1ccn[nH]1)CC2)c1ccc(-c2ccccc2)cc1,1.0
Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6onc(C)c6cc5CC4)n3C)cccc2n1,1.0
O=C(CCCN1CCCC2(C1)OC(c1ccccc1)=CC2=O)c1ccc(F)cc1,1.0
CCCN1CCO[C@@H]2c3cc(O)ccc3OC[C@H]21,1.0
CCN1C(=O)c2ccccc2S(=O)c2ccc(C(=O)NCc3ccc4c(c3)OCO4)cc21,1.0
CN1CCc2cccc3c2[C@H]1Cc1ccc(OCCCNC(=O)CCCCCCCCC(=O)NCCCOc2ccc4c(c2O)-c2cccc5c2[C@@H](C4)N(C)CC5)c(O)c1-3,1.0
COc1ccccc1N1CCN(Cc2cn(-c3ccccc3)nn2)CC1,1.0
Cc1ccc(N2CCN(C[C@@H]3C[C@H]3c3ccccc3)CC2)c(C)c1,1.0
COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccnn3c2)CC1,1.0
CCCCCN(CCc1ccccc1)CCc1cccc(O)c1,1.0
Oc1nc2c(O)ccc([C@@H](O)CNCCc3ccc(CNCCc4c(Cl)cccc4Cl)cc3)c2s1,1.0
COc1ccc2[nH]cc(C3CCN(CCCCn4c(O)cc(-c5c[nH]c6ccccc56)c4O)CC3)c2c1,1.0
COc1ccccc1N1CCN(CCCc2ccc3nc(S)[nH]c3c2)CC1,1.0
CCc1nn(C)c2cc3c(cc12)CCN(CCCSc1nnc(-c2cccc4nc(C)ccc24)n1C)CC3,1.0
COc1ccc(Cl)cc1S(=O)(=O)N[C@H]1CC[C@@H](N2CCC(c3ccccc3OC3CC3)CC2)CC1,1.0
C[C@H]1c2c([nH]c3ccc(C(F)(F)F)cc23)C[C@H]2CCN(CCC3(C(=O)O)CCCCC3)C[C@@H]21,1.0
Clc1ccc(CN2CC=C(c3nc4ccc(Cl)cc4[nH]3)CC2)cc1,1.0
Cc1cc2c[nH]c(O)c2cc1OCCCN1CCN(c2cccc3cccc(F)c23)CC1,1.0
Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(C(C)C)n2C)CC3)no1,1.0
CC1(C)[C@@H]2CC[C@]13CCN(CCN1CCN(c4cccc(Cl)c4)C1=O)C3C2,1.0
CN1CCCC(CN2c3ccccc3Sc3ccc(-c4ccccc4)cc32)C1,1.0
O=C1CC(CN2CCC(C(=O)c3ccc(F)cc3)CC2)Cc2occc21,1.0
OC1(c2ccc(Cl)cc2)CCN(CCCSc2ccc(F)cc2)CC1,1.0
CCCN1CCC2Cc3c(cccc3OC)C[C@H]21,1.0
CN1C(=O)c2ccccc2S(=O)c2ccc(C(=O)Nc3ccccc3)cc21,1.0
COc1ccc(S(=O)(=O)Nc2cc(Br)cc(F)c2Br)cc1N1CCNCC1,1.0
O=C(CCCN1CCC2(CCc3ccccc3C2=O)CC1)c1ccc(F)cc1,1.0
Cc1ccc2c3c1-c1c(ccc(O)c1O)C[C@H]3N(C)CC2,1.0
CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,1.0
CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,1.0
CCCN(Cc1cccs1)[C@@H]1CCc2c(cccc2OC)C1,1.0
COc1ccccc1N1CCN(CCCCNC(=O)c2cc3cc(I)ccc3s2)CC1,1.0
Fc1ccc(-c2cncc(CN3CCN(c4ncccn4)CC3)c2)cc1,1.0
O=S(=O)(N[C@H]1CC[C@@H](N2CCC(c3ccccc3OC3CC3)CC2)CC1)c1cc(Cl)ccc1F,1.0
CCCN(CCc1cccs1)C1CCc2ccc(O)cc2C1,1.0
Cn1cc(-c2ccc3c(c2)c(C2CCN(CCN4CCNC4=O)CC2)cn3-c2ccc(F)cc2)nn1,1.0
CN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(-c4cccnc4)cc23)CC1,1.0
CCOc1ccccc1N1CCN(Cc2cccnc2)CC1,1.0
CC(C)(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1,1.0
O=C1CCc2c(cccc2N2CCN(CCCc3c[nH]c4ccccc34)CC2)N1,1.0
O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2cccc(C(F)(F)F)c2)CC1,1.0
O=C1N(CC2CCNCC2)CCN1c1cccc(Cl)c1,1.0
COc1ccccc1N1CCN(Cc2cn3nc(Cl)ccc3n2)CC1,1.0
CC(C)Oc1ccccc1N1CCN([C@H]2CC[C@H](NS(=O)(=O)c3ccc(OC(F)(F)F)cc3)CC2)CC1,1.0
CCCN1CCN(c2cccc(S(C)(=O)=O)c2)CC1,1.0
Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4cccn4C)n2C)CC3)no1,1.0
COc1ccc2c(c1)CCC(C1CCN(CCc3ccccc3)CC1)C2=O,1.0
Cc1ccccc1S(=O)(=O)N1c2ccc(Cl)cc2N=C(N2CCN(C)CC2)c2ccccc21,1.0
c1ccc(-c2nc(CN3CCN(c4ncccn4)CC3)c[nH]2)cc1,1.0
CN1C(=O)c2ccccc2S(=O)c2ccc(C(=O)NCc3cccnc3)cc21,1.0
Cc1cc2c(s1)Nc1ccccc1N=C2N1CC[N+](C)(O)CC1,1.0
COc1ccccc1-c1nnc(SCCCN2CCc3ccc(-c4cc(C)on4)cc3CC2)n1C,1.0
COc1ccccc1N1CCN(CCOc2ccc3nc(O)[nH]c3c2)CC1,1.0
O=S(=O)(NCCCN1CCN(c2nsc3ccccc23)CC1)c1cnc2ccccn12,1.0
CCCN1C[C@@H](Cn2ccc(-c3ccccc3)n2)O[C@@H]2Cc3c(O)cccc3C[C@H]21,1.0
CCCN(CCCCN1C(=O)CC2(CCCC2)CC1=O)CC1COc2cccc(OC)c2C1,1.0
OC1(c2cccc(Cl)c2Cl)C[C@@H]2CC[C@H](C1)N2Cc1coc2ccccc12,1.0
COc1ccccc1N1CCN(CCCCNC(=O)c2cccc(F)n2)CC1,1.0
COc1cc2c(cc1O)[C@@H]1Cc3ccc(OC)c(O)c3CN1CC2,1.0
Oc1[nH]cc2ccc(OCCCN3CCN(c4cccc5cc(F)ccc45)CC3)cc12,1.0
COc1ccc(C(=O)NN2c3ccc(Cl)cc3N=C(N3CCN(C)CC3)c3ccccc32)cc1,1.0
C=Cc1cccc2c1-c1cccc3c1[C@@H](C2)N(C)CC3,1.0
COc1cc2c(cc1O)CCN1Cc3c(ccc(OC)c3OC)C[C@H]21,1.0
COc1ccccc1N1CCN(CCCCNC(=O)c2cc3cc(OCCOCCOCCF)ccc3[nH]2)CC1,1.0
Cc1c(S(=O)(=O)NCCCCN2CCN(c3noc4ccccc34)CC2)sc2ccc(F)cc12,1.0
C[C@@H]1c2ccccc2N(C(=O)CN2CCN(Cc3ccc(Cl)cc3)CC2)[C@@H]1C,1.0
Cc1ncoc1-c1nnc(SCCCN2CCc3cc4nc(CC5CC5)oc4cc3CC2)n1C,1.0
COc1ccccc1N1CCN(CCCNC(=O)c2ccc3ccccc3c2)CC1,1.0
O=C(N[C@H]1CCN(Cc2ccc(C(F)(F)F)cc2)C1)c1cccc(-c2cccs2)c1,1.0
Nc1ccccc1C(=O)CCCN1CC[C@@H]2[C@H](C1)c1cccc3c1N2CCO3,1.0
Fc1ccc(CCN2CCC3(CCc4c(F)cccc4O3)CC2)c(F)c1,1.0
Cc1nc2c(o1)CC(CN1CCC(c3c[nH]c4cc(F)ccc34)CC1)CC2=O,1.0
CC(C)(C)c1nc(N2CCN(CCCCn3ccc(N4CCC4)nc3=O)CC2)cc(C(F)(F)F)n1,1.0
CN(C)CCc1cccc2c1cc(C(=O)c1ccccc1)n2S(=O)(=O)c1ccccc1,1.0
O=C1CCc2ccc(CC3CCN(C[C@@H]4COc5c(ccc6c5CC(=O)N6)O4)CC3)cc2N1,1.0
Oc1ccc2c([C@@H](O)CNCCc3cccc(CNCCc4ccccn4)c3)ccc(O)c2n1,1.0
CN(C)C[C@@H]1CC2c3ccccc3Oc3ccc(Cl)cc3[C@H]2O1,1.0
c1ccc2c(c1)Cc1ccccc1C21CCNC1,1.0
Nc1ccccc1C(=O)CCCN1CC[C@H]2[C@@H](C1)c1cccc3c1N2CCCC3,1.0
COc1ccc(CN2CCc3cc4nc(N)sc4cc3CC2)cc1,1.0
CCc1cn(CCCCN2CCN(c3cc(C(F)(F)F)nc(C(C)(C)C)n3)CC2)c(=O)[nH]c1=O,1.0
O=C(NCCC(F)CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2ccccn2)cc1,1.0
O=S(=O)(N[C@@H]1CCN(CCOc2ccccc2-c2ccccc2)C1)c1ccc(Cl)s1,1.0
CCOC(=O)Nc1cc(F)ccc1C(=O)CCCN1CC[C@H]2[C@@H](C1)c1cccc3c1N2CCCS3,1.0
COc1cc2c(cc1O)CCN1Cc3c(ccc(O)c3OC)C[C@@H]21,1.0
CN(CCc1ccccc1)CC[C@H]1CC[C@H](Nc2ncccn2)CC1,1.0
CNc1ncc2c(n1)CC(CN1CCC(c3noc4cc(F)ccc34)CC1)CC2=O,1.0
N#Cc1ccc2c(c1)CCN(CCC1CCC(NC(=O)c3ccnc4ccccc34)CC1)C2,1.0
FC(F)(F)c1ccc2c(c1)N(CCCNCc1ccccc1)c1ccccc1S2,1.0
COc1ccc(C23CC2CN(CCCSc2nnc(-c4ocnc4C)n2C)C3)cc1Cl,1.0
COc1ccccc1N1CCN(CCCCNc2ccc3ccccc3n2)CC1,1.0
CC(C)(C)c1ccc(CN2CCC3(CCc4ccccc4C3=O)CC2)cc1,1.0
COc1ccccc1N1CCN(CCCCNC(=O)c2cc3cccc(OC)c3o2)CC1,1.0
O=C(NCCCN1CCN(c2ccccc2)CC1)C1c2ccccc2-c2ccccc21,1.0
O=C(NCC(O)CCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc2c(c1)Cc1ccccc1-2,1.0
COc1ccccc1N1CCN(CCCCCNS(=O)(=O)c2ccc3ccccc3c2)CC1,1.0
CC(C)(C)c1nc(N2CCN(CCCCNC(=O)CCc3ccccc3)CC2)cc(C(F)(F)F)n1,1.0
CCCN1CCc2nn3ccccc3c2C1,1.0
COc1ccc(N2CCN(CCCc3ccc4[nH]c(S)nc4c3)CC2)cc1,1.0
Cc1cc2c[nH]c(O)c2cc1OCCCCN1CCN(c2cccc3cc(F)ccc23)CC1,1.0
Oc1cc2ccccc2n1CCN1CCN(Cc2ccc(Cl)cc2)CC1,1.0
Oc1cc2c(cc1O)[C@H]1c3cc4c(nc3CN[C@@H]1CC2)CCCC4,1.0
CNc1ncc2c(n1)CC(CN1CCC(C(=O)c3ccc(F)cc3)CC1)CC2=O,1.0
COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,1.0
Cc1ccc(C)c(C(=O)NCCCCN2CCN(c3cc(C)ccc3C)CC2)c1,1.0
Oc1[nH]cc2ccc(OCCCN3CCN(c4cccc5c4CCC5)CC3)cc12,1.0
O=C1c2ccoc2CCC1CCN1CCC(c2noc3cc(F)ccc23)CC1,1.0
COc1cc2c(cc1O)[C@H]1C[C@@](O)(c3ccc(Cl)cc3)CCN1CC2,1.0
CCN1C(=O)c2ccccc2S(=O)c2ccc(C(=O)NCc3ccccc3OC)cc21,1.0
CCN(CC)CCCC(=O)c1ccc(F)cc1,1.0
O=C1Cc2c(cccc2N2CCN(CCC3CCc4[nH]c5ccc(F)cc5c4C3)CC2)N1,1.0
CN1CCc2cc(Cl)c(O)cc2[C@H]2c3cccc(C=O)c3CC[C@@H]21,1.0
Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4cccc(F)c4)n2C)CC3)no1,1.0
CN1CCN(c2nc3ccccc3c(Cl)c2Sc2ccccc2)CC1,1.0
Clc1ccc(N2CCN(Cc3cnn4c(N5CCN(Cc6ccccc6)CC5)cccc34)CC2)cc1,1.0
COc1cccn(CCCCN2CCN(c3cc(C(F)(F)F)nc(C(C)(C)C)n3)CC2)c1=O,1.0
COc1ccc2c(c1)CCCC21CCN(CCCSc2nnc(-c3ocnc3C)n2C)C1,1.0
CN(C)CCn1cc(S(=O)(=O)c2cccc(F)c2)c2cccnc21,1.0
C1C2C3CC4C2C2C1C3[C@H](NCC13C5C6C7C5C1C7C63)C42,1.0
CCCN(CCc1ccccc1)C1CCc2c(O)cccc2C1,1.0
CN1CCN([C@H]2Cc3ccccc3Sc3ccc(Cl)cc32)CC1,1.0
Cc1cn(CCCCN2CCN(c3cc(C(F)(F)F)nc(C(C)(C)C)n3)CC2)c(=O)n(C)c1=O,1.0
CC1CCCCN1CCN1CCN(c2cccc(Cl)c2)C1=O,1.0
COc1ccc2c(c1OC)OC(=O)C1CN(Cc3ccccc3)CC=C21,1.0
O=C(CCCCN1Cc2ccccc2C1)c1nc2ccccc2s1,1.0
Cc1nc2cc3c(cc2o1)CCN(CCCSc1nnc(-c2cccnc2)n1C)CC3,1.0
COc1ccccc1N1CCN(CCCCCCNC(=O)c2ccc3ccccc3c2)CC1,1.0
CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3cccc(C#N)c3)c3ccc(Cl)cc32)CC1,1.0
COc1ccccc1N1CCN(CCCCCC(=O)NCc2ccc(C#N)cc2)CC1,1.0
Fc1ccc(CCN2CCC3(CCc4ccc(F)cc4O3)CC2)c(F)c1,1.0
C=CCN1CCc2cc(O)c(O)cc2C(c2ccc(O)cc2)C1,1.0
CC(C)Oc1ccccc1N1CCN([C@H]2CC[C@H](NS(=O)(=O)c3cccc(C(F)(F)F)c3)CC2)CC1,1.0
O=C1CCc2ccccc2N1CCCN1CCC(c2ccc3[nH]ccc3c2)CC1,1.0
c1ccc(N2CCN(CC[C@H]3CC[C@H](Nc4ncnc5ccccc45)CC3)CC2)cc1,1.0
CC(C)(C)OC(=O)NCCCCCN1CCC(O)(c2ccc(Cl)cc2)CC1,1.0
O=C1c2ccccc2CCC12CCN(CC1CCCCC1)CC2,1.0
O=C1CC2(CCCN(Cc3ccccc3)C2)OC=C1c1ccc(F)cc1,1.0
CCOc1ccc(CCNC(=O)N2CCN(CCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,1.0
Oc1cccc(OCCNCc2ccccc2)c1,1.0
O[C@@]1(c2ccc(Cl)c(Cl)c2)C[C@@H]2CC[C@H](C1)N2Cc1coc2ccccc12,1.0
Oc1ccc2cnc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)nc2n1,1.0
O=C(/C=C/c1ccccc1)NCCCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,1.0
OC1(c2ccc(Br)cc2)CCN(Cc2c[nH]c3ccc(OCCF)cc23)CC1,1.0
O=C(NCC(O)CCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2ccccn2)cc1,1.0
COc1ccccc1CNCc1ccc(CCNC[C@H](O)c2ccc(O)c3nc(O)sc23)cc1,1.0
Brc1ccc(N2CCN(Cc3ccccc3)CC2)c2cc[nH]c12,1.0
COc1ccccc1N1CCN(CCCCNC(=O)c2cnn3ccccc23)CC1,1.0
O=S(=O)(NCCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cc2ccc(Cl)cc2s1,1.0
Fc1ccc(C(O[C@@H]2C[C@@H]3CC[C@H](C2)N3CCCCc2ccccc2)c2ccc(F)cc2)cc1,1.0
COc1ccc(-c2cc(CCCCN3CCN(C(c4ccccc4)c4ccccc4)CC3)on2)cc1OC,1.0
CN1CCc2cc(Cl)c(O)cc2[C@H]2c3ccc(N=S(C)(=O)O)cc3CC[C@@H]21,1.0
Oc1nc2c(O)ccc([C@@H](O)CNCCSCCCNCCc3cccc(Cl)c3)c2s1,1.0
CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,1.0
O=C1CCc2ccc(OCCN3CCN(c4cccc5nc(O)oc45)CC3)cc2N1,1.0
Cc1cc2c(cc1O)[C@H]1C[C@@](O)(c3ccc(Cl)cc3)CCN1CC2,1.0
Cc1cccc(C2CN(C)CCc3c2cc(O)c(O)c3-c2ccc3ccccc3c2)c1,1.0
CCN(C)CCc1c(-c2cccc([N+](=O)[O-])c2)[nH]c2ccccc12,1.0
CCN1CCC[C@H]1CNC(=O)c1c(Br)c(C)cc(O)c1OC,1.0
OC1(c2ccc(Cl)c(Cl)c2)CCN(Cc2n[nH]c3ccccc23)CC1,1.0
C=CCN1CCC[C@@H](c2cccc(C#N)c2)C1,1.0
CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)Cc2c1cc1c[nH]c3c1c2C=CC3,1.0
O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCCc4ccccn4)c3)c2s1,1.0
CCCNC1Cc2cc3nc(N)sc3cc2C1,1.0
O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccc1CCc1ccc(cc1)CC2,1.0
O=C1N(CCN2Cc3ccccc3C2)CCN1Cc1ccc(Cl)cc1,1.0
CCCN1C[C@H](Cn2cncn2)O[C@@H]2Cc3c(O)cccc3C[C@H]21,1.0
COc1ccc2c(c1O)CN1CCc3cc4c(cc3[C@@H]1C2)OCO4,1.0
COc1ccc2c(c1)Cc1ccccc1CCCN(C)CC2,1.0
Cn1c(SCCCN2CCC3CC3(c3ccc(C(F)(F)F)cc3)CC2)nnc1-c1ccnnc1,1.0
O=C(NC1CCc2cc(CCN3CCN(c4nsc5ccccc45)CC3)ccc21)C1CC1,1.0
Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6nc(C(C)(C)C)oc6cc5CC4)n3C)cccc2n1,1.0
CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3ccc(C#N)cc3)c3ccc(Cl)cc32)CC1,1.0
c1ccc(OC[C@H]2CC[C@H]3CN(c4ncccn4)CCN3C2)cc1,1.0
Nc1nc2cc3c(cc2s1)CCN(Cc1cnco1)CC3,1.0
COc1ccc(C2=COC3(CCN(CCc4ccccc4)CC3)CC2=O)cc1,1.0
N[C@@H]1CCN(c2ccc3[nH]nc(S(=O)(=O)c4cccc5ccccc45)c3c2)C1,1.0
O=C(NC1CCN(Cc2ccccc2)C1)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1,1.0
COc1ccc([N+](=O)[O-])cc1S(=O)(=O)NC1CCC(N2CCN(c3ccccc3OC(C)C)CC2)CC1,1.0
CC(C)(C)OC(=O)N[C@H]1CC[C@@H](CCN2CCc3ccccc3C2)CC1,1.0
Cc1ncoc1-c1nnc(SCCCN2[C@H]3CC[C@@H]2CC(c2ccc(C(F)(F)F)cc2)C3)n1C,1.0
CN(C)c1ccccc1N1CCN(CCCCCC(=O)NC2CCCc3ccccc32)CC1,1.0
Clc1ccc(N2CCN(CCCCCc3nc4ccccc4o3)CC2)cc1,1.0
C#Cc1ccc(C(=O)NCCCCN2CCN(c3ccccc3OC)CC2)cc1,1.0
COc1cc(CN2CCN(c3ccc(Cl)cc3)CC2)c(OCCF)cc1OC,1.0
CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1ccc(Cl)c(C)c1,1.0
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,1.0
CCCN1CCC(c2c[nH]c3cc(F)ccc23)CC1,1.0
CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,1.0
CCN1C(=O)c2ccccc2S(=O)c2ccc(C(=O)NCc3ccc(SC)cc3)cc21,1.0
Cc1cccc2c(CN3CCN(c4ccc(Cl)cc4)CC3)cnn12,1.0
Oc1[nH]cc2cc(Cl)c(OCCCN3CCN(c4cccc5cccc(F)c45)CC3)cc12,1.0
CCCN(C)C1CCc2ccc(O)cc2C1,1.0
CC(C)N1CCN(CCN2CCN(c3cccc(C#N)c3)C2=O)CC1,1.0
Cc1ccc2c(-c3nnc(SCCCCN4CCc5cc6c(cc5CC4)C(=O)N(C)C6)n3C)cccc2n1,1.0
CCN1CCC[C@H]1CNC(=O)c1c(Cl)c(Br)cc(O)c1OC,1.0
CCCN(Cc1ccco1)[C@@H]1CCc2c(cccc2OC)C1,1.0
O=C(O)c1cc2c3c(ccc2[nH]1)OCC(CN1CCC2(CC1)C(=O)NCN2c1ccccc1)O3,1.0
